1,2,0,0,0,36,36,36.0,0.0,4,32,18.0,14.0,854.0,854.0,854.0,0.0,50.0,804.0,427.0,377.0,5.76639175415,5.76639175415,5.76639175415,0.0,4.79972457886,5.76639175415,5.2830581665,0.483333587646,6.55833339691,6.55833339691,6.55833339691,0.0,4.83194446564,6.55833339691,5.69513893127,0.863194465637,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,36,0
2,1,0,0,0,4,32,18.0,14.0,36,36,36.0,0.0,50.0,804.0,427.0,377.0,854.0,854.0,854.0,0.0,4.79972457886,5.76639175415,5.2830581665,0.483333587646,5.76639175415,5.76639175415,5.76639175415,0.0,4.83194446564,6.55833339691,5.69513893127,0.863194465637,6.55833339691,6.55833339691,6.55833339691,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,36
2,3,1,0,0,4,32,18.0,14.0,4,16,12.0,5.65685424949,50.0,804.0,427.0,377.0,50.0,804.0,552.666666667,355.439008676,4.79972457886,5.76639175415,5.2830581665,0.483333587646,2.82638931274,4.79972457886,3.78759384155,0.806415164852,4.83194446564,6.55833339691,5.69513893127,0.863194465637,4.83194446564,6.34027767181,5.79462965329,0.682743126681,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,32,0
2,8,1,0,0,4,32,18.0,14.0,4,8,4.5,1.32287565553,50.0,804.0,427.0,377.0,20.0,804.0,408.25,323.469376449,4.79972457886,5.76639175415,5.2830581665,0.483333587646,1.94444656372,4.79972457886,2.8463549614,0.817436976187,4.83194446564,6.55833339691,5.69513893127,0.863194465637,2.03333330154,6.34027767181,4.54909721017,1.65160322035,1,0,1,0,1,0,2,0,1,0,2,0,1,0,3,0,32,0
3,1,0,0,0,4,16,12.0,5.65685424949,36,36,36.0,0.0,50.0,804.0,552.666666667,355.439008676,854.0,854.0,854.0,0.0,2.82638931274,4.79972457886,3.78759384155,0.806415164852,5.76639175415,5.76639175415,5.76639175415,0.0,4.83194446564,6.34027767181,5.79462965329,0.682743126681,6.55833339691,6.55833339691,6.55833339691,0.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,36
3,2,1,0,0,4,16,12.0,5.65685424949,4,32,18.0,14.0,50.0,804.0,552.666666667,355.439008676,50.0,804.0,427.0,377.0,2.82638931274,4.79972457886,3.78759384155,0.806415164852,4.79972457886,5.76639175415,5.2830581665,0.483333587646,4.83194446564,6.34027767181,5.79462965329,0.682743126681,4.83194446564,6.55833339691,5.69513893127,0.863194465637,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,32
3,4,2,0,0,4,16,12.0,5.65685424949,4,16,9.0,4.35889894354,50.0,804.0,552.666666667,355.439008676,50.0,804.0,615.5,326.491577227,2.82638931274,4.79972457886,3.78759384155,0.806415164852,2.77000045776,4.79972457886,3.50319576263,0.819985579869,4.83194446564,6.34027767181,5.79462965329,0.682743126681,3.02500009537,6.34027767181,4.58625000715,1.20070166804,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,16,0
3,4,2,0,0,4,16,12.0,5.65685424949,4,16,9.0,4.35889894354,50.0,804.0,552.666666667,355.439008676,50.0,804.0,414.5,320.893673979,2.82638931274,4.79972457886,3.78759384155,0.806415164852,2.82638931274,4.79972457886,3.54729270935,0.812996289039,4.83194446564,6.34027767181,5.79462965329,0.682743126681,4.83194446564,6.34027767181,5.93104165792,0.636732548088,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,16,0
3,4,2,0,0,4,16,12.0,5.65685424949,4,16,9.0,5.19615242271,50.0,804.0,552.666666667,355.439008676,50.0,804.0,414.5,313.261472256,2.82638931274,4.79972457886,3.78759384155,0.806415164852,2.82638931274,4.79972457886,3.54729270935,0.812996289039,4.83194446564,6.34027767181,5.79462965329,0.682743126681,4.83194446564,6.34027767181,5.93104165792,0.636732548088,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,16,0
3,5,1,0,0,4,16,12.0,5.65685424949,4,12,7.2,2.99332590942,50.0,804.0,552.666666667,355.439008676,50.0,804.0,492.4,320.59295064,2.82638931274,4.79972457886,3.78759384155,0.806415164852,2.77000045776,4.79972457886,3.36783447266,0.781787564657,4.83194446564,6.34027767181,5.79462965329,0.682743126681,3.02500009537,6.34027767181,4.93705554008,1.28281163241,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,32,0
